work_year,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,experience_label,employment_label,company_size_label,work_setting,salary_band,is_us_company,exp_order
2022,Data Engineer,160000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Engineer,145000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,70500,US,0,US,Senior,Full-Time,Medium,On-Site,50K-100K,1,3
2022,Data Scientist,205300,US,0,US,Senior,Full-Time,Medium,On-Site,200K+,1,3
2022,Data Scientist,140400,US,0,US,Senior,Full-Time,Medium,On-Site,100K-150K,1,3
2022,Analytics Engineer,205300,US,0,US,Senior,Full-Time,Medium,On-Site,200K+,1,3
2022,Analytics Engineer,184700,US,0,US,Senior,Full-Time,Medium,On-Site,150K-200K,1,3
2022,Data Engineer,175100,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Engineer,140250,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,116150,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,54000,US,0,US,Senior,Full-Time,Medium,On-Site,50K-100K,1,3
2022,Data Analyst,170000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Analyst,65438,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,50K-100K,0,2
2022,Data Analyst,80000,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Scientist,140000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Scientist,210000,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Scientist,140000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,100000,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Analyst,69000,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Scientist,210000,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Scientist,140000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Scientist,210000,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Analyst,150075,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Engineer,100000,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Engineer,25000,US,100,US,Senior,Full-Time,Medium,Remote,<50K,1,3
2022,Data Analyst,126500,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,106260,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Engineer,220110,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Engineer,160080,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Analyst,105000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,110925,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,45807,GB,0,GB,Mid-Level,Full-Time,Medium,On-Site,<50K,0,2
2022,Data Scientist,140000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,99000,US,0,US,Senior,Full-Time,Medium,On-Site,50K-100K,1,3
2022,Data Analyst,60000,US,100,US,Senior,Full-Time,Medium,Remote,50K-100K,1,3
2022,Data Architect,192564,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Architect,144854,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Scientist,230000,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Scientist,150000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analytics Manager,150260,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Analytics Manager,109280,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Scientist,210000,US,100,US,Senior,Full-Time,Medium,Remote,200K+,1,3
2022,Data Analyst,170000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Scientist,160000,US,100,US,Mid-Level,Full-Time,Medium,Remote,150K-200K,1,2
2022,Data Scientist,130000,US,100,US,Mid-Level,Full-Time,Medium,Remote,100K-150K,1,2
2022,Data Analyst,67000,CA,0,CA,Entry-Level,Full-Time,Medium,On-Site,50K-100K,0,1
2022,Data Analyst,52000,CA,0,CA,Entry-Level,Full-Time,Medium,On-Site,50K-100K,0,1
2022,Data Engineer,154000,US,100,US,Senior,Full-Time,Medium,Remote,150K-200K,1,3
2022,Data Engineer,126000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,Data Analyst,129000,US,0,US,Senior,Full-Time,Medium,On-Site,100K-150K,1,3
2022,Data Analyst,150000,US,100,US,Senior,Full-Time,Medium,Remote,100K-150K,1,3
2022,AI Scientist,200000,IN,100,US,Mid-Level,Full-Time,Large,Remote,150K-200K,1,2
